variable,variable_label,value_labels,r_class,missing_n,missing_percent,unique_n
s1112ld,source of information: sms/text messaging,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112le,source of information: health facility,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112lf,source of information: photo counseling,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112lg,source of information: television,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112lh,source of information: mobile ring tone,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112li,source of information: afmily/relatives/friends/neighbors,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112lj,source of information: social media,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112lx,source of information: other,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112lz,source of information: don't know,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112ma,symptoms of covid-19: fever,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112mb,symptoms of covid-19: cough,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112mc,symptoms of covid-19: shortness of breath and breathing difficulties,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112md,symptoms of covid-19: muscle pain,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112me,symptoms of covid-19: headache,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112mf,symptoms of covid-19: loss of taste or smell,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112mg,symptoms of covid-19: diarrhea,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112mh,symptoms of covid-19: common cold and running nose,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112mx,symptoms of covid-19: other,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112mz,symptoms of covid-19: don't know,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112na,risks for spread: essential worker,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112nb,risks for spread: immunocompromised,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112nc,risks for spread: not wearing a mask,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112nd,risks for spread: poor room ventilation,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112ne,risks for spread: senior citizen,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112nf,risks for spread: not being vaccinated,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112ng,risks for spread: not maintaining social distance,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112nx,risks for spread: other,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112nz,risks for spread: don't know,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112oa,measures taken to reduce risk:  wearing as mask,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112ob,measures taken to reduce risk: washing hands properly,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112oc,measures taken to reduce risk: using sanitizer,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112od,measures taken to reduce risk: maintaining distance,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112oe,measures taken to reduce risk: avoid touching eyes/nose/mouth,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112of,measures taken to reduce risk: practice respiratory hygiene,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112og,measures taken to reduce risk: get vaccinated,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112oh,measures taken to reduce risk: focus on cleanliness,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112oi,measures taken to reduce risk: drink hot water (with or without herbs),no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112ox,measures taken to reduce risk: other,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112oz,measures taken to reduce risk: did nothing,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112p,received covid-19 vaccination,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",1181,6.566218169687535,2
s1112q,type of covid-19 vaccination received,pfizer = 1 | astrazeneca/oxford = 2 | moderna = 3 | johnson & johnson = 4 | don't know = 8,"haven_labelled, vctrs_vctr, double",13801,76.73190259090403,5
s1112r,number of doses of covid-19 vaccination received,one dose = 1 | two doses = 2 | more than 2 doses = 3 | don't know = 8,"haven_labelled, vctrs_vctr, double",13801,76.73190259090403,4
s1112s,willing to be vaccinated against covid-19,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",5366,29.8343155787835,2
s1112t,bitten by snake,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",0,0,2
s1112u,sought health care attention after bite,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17914,99.59968864672523,2
s1112v,source of care sought after bite,---public sector--- = 10 | teaching hospital = 11 | federal medical center = 12 | general hospital = 13 | primary health care center = 14 | primary health clinic = 15 | health post = 16 | other public sector = 17 | ---private medical sector--- = 20 | private hospital = 21 | private clinic = 22 | pharmacy = 23 | patent and proprietary medicine vendors (ppmv) = 24 | private doctor = 25 | mobile clinic = 26 | maternity center = 27 | other private medical = 28 | ---ngo medical sector--- = 30 | faith-based hospital = 31 | faith-based clinic = 32 | other ngo medical sector = 36 | ---other source--- = 40 | shop = 41 | church = 42 | friend/relative = 43 | other = 96,"haven_labelled, vctrs_vctr, double",17939,99.73868564439007,9
s1112w,given snake antivenom,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",17939,99.73868564439007,2
sgc6aa,type of procedure performed: removal of clitoris with partial or total excision,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",15406,85.65550984098743,3
sgc6ab,type of procedure performed: infibulation,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",15406,85.65550984098743,3
sgc6ac,type of procedure performed: scraping of tissue surrounding the vaginal orifice,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",15406,85.65550984098743,3
sgc6ad,type of procedure performed: cutting of the vagina,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",15406,85.65550984098743,3
sgc6b,ever used corrosive substance or herbs into vagina,no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",15406,85.65550984098743,3
s311a,intends to use fp after end of pregnancy,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",16190,90.01445568775715,2
idx92,index to birth history,not a live birth = 0,"haven_labelled, vctrs_vctr, double",0,0,5
idx92p,index to pregnancy history,NA,numeric,0,0,5
s228ad,day of death,don't know day = 98,"haven_labelled, vctrs_vctr, double",16184,89.98109640831758,32
s228am,month of death,january = 1 | february = 2 | march = 3 | april = 4 | may = 5 | june = 6 | july = 7 | august = 8 | september = 9 | october = 10 | november = 11 | december = 12 | don't know month = 98,"haven_labelled, vctrs_vctr, double",16184,89.98109640831758,13
s228ay,year of death,NA,numeric,16184,89.98109640831758,33
idx94,index to birth history,not a live birth = 0,"haven_labelled, vctrs_vctr, double",0,0,5
idx94p,index to pregnancy history,NA,numeric,0,0,5
s418aa,antenatal care fp counselling: all methods appropriate,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
s418ab,antenatal care fp counselling: possible side effects,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
s418ac,antenatal care fp counselling: lam,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
s418ad,antenatal care fp counselling: transition from lam to other modern methods,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
s418ae,antenatal care fp counselling: spacing pregnancies,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
s418af,antenatal care fp counselling: fertility intentions,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
s418ag,antenatal care fp counselling: return to facility,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",7539,41.9159346158123,2
s473aa,"during first two days, feeling nervous and anxious",no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3946,21.939286111419992,3
s473ab,"during first two days, feeling depressed or hopeless",no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3946,21.939286111419992,3
s473ac,"during first two days, losing interest or pleasure in doing anything",no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3946,21.939286111419992,3
s473ad,"during first two days, thinking of committing suicide",no = 0 | yes = 1 | don't know = 8,"haven_labelled, vctrs_vctr, double",3946,21.939286111419992,3
s474aa,pnc fp counselling: all methods appropriate,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
s474ab,pnc fp counselling: possible side effects,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
s474ac,pnc fp counselling: lam,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
s474ad,pnc fp counselling: transition from lam to other modern methods,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
s474ae,pnc fp counselling: spacing pregnancies,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
s474af,pnc fp counselling: fertility intentions,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
s474ag,pnc fp counselling: return to facility,no = 0 | yes = 1,"haven_labelled, vctrs_vctr, double",3645,20.265762259535194,2
